Magicked Card|254|Achievements|Complete the quest  The Adventurer with All the Cards after collecting all Triple Triad Cards numbered 1 through 312.|1|0|0|1|5.55
Magicked Carpet|175|Premium|Final Fantasy XIV Online Store - ($24 / £13.80 / €16.80 / ¥2530) (account-wide)|1|1|0|1|4.5
Magicked Children's Bed|324|Wondrous Tails|Purchased from Khloe Aliapoh for 1   Khloe's Gold Certificate of Commendation Purchased from Faux Commander in Idyllshire (x5.7,y6.1) for  600 Faux Leaf|1|0|1|1|6.4
Magicked Parasol|301|Premium|Final Fantasy XIV Online Store - ($24 / £13.80 / €16.80 / ¥2530) (account-wide)|1|1|0|1|6.3
Magicked Umbrella|300|Premium|Final Fantasy XIV Online Store - ($24 / £13.80 / €16.80 / ¥2530) (account-wide)|1|1|0|1|6.3
Magitek Armor|6|Main Scenario|Reward for completing the Main Scenario Quest  The Ultimate Weapon.|1|0|0|1|2.0
Magitek Avenger|141|PvP|Awarded from the achievement   Die Another Day III by winning 100 Rival Wings PvP matches.|1|0|0|1|4.15
Magitek Avenger A1|185|PvP|Awarded from the Achievement   Out of Hiding by winning 100 Rival Wings PvP matches on Hidden Gorge.|1|0|0|1|4.55
Magitek Avenger G1|316|Gil|Purchased from Edelina in Mor Dhona (x22,y5) for  50,000,000 gil.|1|0|1|1|6.3
Magitek Conveyor|162|PvP (Ranked)|Awarded to the Top 100 players of each data center at the end of The Feast (Season 7)|0|0|0|1|4.3
Magitek Death Claw|145|Achievement Certificates|Purchased from Jonathas in Old Gridania for  6 Achievement Certificates.|1|0|0|1|4.2
Magitek Hyperconveyor|229|PvP (Ranked)|Awarded to the Top 100 players of each data center at the end of The Feast (Season 16).|0|0|0|1|5.3
Magitek Predator|121|Dungeons|Random drop upon completion of  Ala Mhigo.|1|0|0|1|4.0
Magitek Sky Armor|174|PvP|Purchased from the Mark Quartermaster in The Wolves' Den for  20,000 Wolf Marks.|1|0|0|1|4.4
Magitek Slasher|390|PvP|PvP Series 8 Malmstones - Lvl 25 reward|0|0|0|1|7.2
Magna Roader|176|PvP (Ranked)|Awarded to the Top 100 players of each data center at the end of The Feast (Season 11).|0|0|0|1|4.5
Manacutter|55|Main Scenario|Reward for completing the Main Scenario Quest  Into the Aery.|1|0|0|1|3.0
Managarm|93|Campaigns|Purchased from any Calamity Salvager for 8   Gold Chocobo Feathers. Gold Chocobo Feathers can be obtained through the Recruit a Friend campaign, or through World Population Balancing Incentives.|1|0|0|1|4.1
Marid|146|Allied Societies|Purchased from Madhura in Gyr Abania for  18 Ananta Dreamstaff after achieving Rank 7 (Sworn) reputation with the Ananta society.|1|0|0|1|4.2
Markab|40|Trials|Random drop upon completion of  The Striking Tree (Extreme)|1|0|0|1|2.3
Maxima Roader|179|PvP (Ranked)|Awarded to the Top 100 players of each data center at the end of The Feast (Season 12).|0|0|0|1|4.5
Mechanical Lotus|279|Premium|Final Fantasy XIV Online Store - ($24 / £13.80 / €16.80 / ¥2530) (account-wide)|1|1|0|1|6.2
Megaloambystoma|319|Raids|Guaranteed drop upon completion of  Anabaseios: The Twelfth Circle (Savage).|1|0|0|1|6.4
Megalotragus|225|Ishgardian Restoration|Purchased from Enie in The Firmament for  8,400 Skybuilders' Scrips.|1|0|1|1|5.31
Megashiba|294|Premium|Final Fantasy XIV Online Store - ($24 / £13.80 / €16.80 / ¥2530) (account-wide)|1|1|0|1|6.1
Mehwapyarra|348|FATE|Purchased from Uah'shepya in Solution Nine (X:8.6, Y:13.5) for 12   Ttokrrone Scales from the FATE  The Serpentlord Seethes.|1|0|0|1|7.0
Menoetius|203|PvP (Ranked)|Awarded to the Top 100 players of each data center at the end of The Feast (Season 15).|0|0|0|1|5.2
Midgardsormr|50|Main Scenario|Reward for completing the Main Scenario Quest  Fetters of Lament.|1|0|0|1|3.0
Mikoshi|164|Allied Societies|Purchased from Gyosho in The Azim Steppe for  20 Namazu Koban after achieving Rank 8 (Bloodsworn) reputation with the Namazu society.|1|0|0|1|4.3
Miw Miisv|298|Allied Societies|Purchased from N-0598 in Ultima Thule for  18 Omicron Omnitoken upon reaching Rank 7 (Sworn) reputation with the Omicron society.|1|0|0|1|6.25
Model O|173|Raids|Guaranteed drop upon completion of  Alphascape V4.0 (Savage).|1|0|0|1|4.4
Monowheel S1|349|Raids|Guaranteed drop upon completion of  AAC Light-heavyweight M4 (Savage).|1|0|0|1|7.05
Moon-hopper|285|Allied Societies|Purchased from Coiningway in Mare Lamentorum for  18 Loporrit Carat upon achieving Rank 7 (Sworn) reputation with the Loporrit society.|1|0|0|1|6.35
Morbol|200|Raids|Awarded from the Achievement   True Blue. The achievement is acquired by getting the Achievements   Blue Unchained and   Masked Conqueror by clearing  The Binding Coil of Bahamut - Turn 5,  The Second Coil of Bahamut - Turn 4,  The Final Coil of Bahamut - Turn 4,  Alexander - The Burden of the Father (Savage),  Alexander - The Burden of the Son (Savage), and  Alexander - The Soul of the Creator (Savage) with a synced full party of Blue Mages without the use of The Echo.|1|0|0|1|5.15
Mountain Zu|354|Limited|Mountain Dew Gaming promotion for redeeming 3-6 marked bottles (May 16 - July 14, 2024 in North America).|0|0|0|1|7.0
Mystic Panda|97|Premium|Final Fantasy XIV Online Store - ($24 / £13.80 / €16.80 / ¥2530) (account-wide)|1|1|0|1|4.1
Nezha Chariot|135|Premium|Final Fantasy XIV Online Store - ($24 / £13.80 / €16.80 / ¥2530) (account-wide)|1|1|0|1|4.2
Nightmare|22|Trials|Random drop upon completion of  The Howling Eye (Extreme),  The Navel (Extreme) or  The Bowl of Embers (Extreme).|1|0|0|1|2.1
Oppressor|331|PvP|PvP Series 6 Malmstones - Lvl 25 reward|0|0|0|1|7.0
Original Fat Chocobo|82|Limited|Amazon.com promotion for purchasing $20 of video games (June - July, 2016) Twitter sweepstakes (May 2023).|0|0|0|1|3.2
Ornamental Shrublet|408|Pilgrim's Traverse|Possible drop from   Sack of Silvered Light ( Pilgrim's Traverse Stones 1-30).|1|0|1|1|7.35
Orthos Craklaw|292|Eureka Orthos|Random drop from   Gold-tinged Sacks ( Eureka Orthos floors 71-100)|1|0|1|1|6.35
Outrunner|347|Achievements|Awarded from the Achievement   A Life of Adventure VI by getting every Disciple of War and Disciple of Magic to level 100.|1|0|0|1|7.0
Pack Faehound|114|PvP (Ranked)|Awarded to the Top 100 players of each data center at the end of The Feast (Season 4).|0|0|0|1|4.0
Pack Hellhound|109|PvP (Ranked)|Awarded to the Top 100 players of each data center at the end of The Feast (Season 3).|0|0|0|1|3.55a
Papa Paissa|269|Premium|Final Fantasy XIV Online Store - ($24 / £13.80 / €16.80 / ¥2530) (account-wide)|1|1|0|1|6.0
Parade Chocobo|44|Achievements|Awarded from the Achievement   Leaving a Better Impression II by getting 3,000 Player Commendations.|1|0|0|1|2.4
Peatie|336|Seasonal Event|Reward for completing the Seasonal Event Quest  Peatie in Pink during Little Ladies' Day & Hatching-tide (2024).  Final Fantasy XIV Online Store - ($12 / £7.44 / €9 / ¥1320)|1|1|0|1|6.5
Pegasus|67|Ishgardian Restoration|Purchased from Enie in The Firmament for  4,200 Skybuilders' Scrips.|1|0|0|1|3.1
Petalodus|373|Occult Crescent|Random drop from gold persistent pot coffers or happy bunny coffers in  The Occult Crescent: South Horn. Purchase from the Expedition Antiquarian in  The Occult Crescent: South Horn for 99   Sanguinite.|1|0|1|1|7.25
Phaethon|313|Treasure Hunt|Purchased from Nesvaaz in Radz-at-Han (10.6, 10) for 3   Burning Horns obtained from  The Shifting Gymnasion Agonon.|1|0|1|1|6.3
Pilgrim's Protector|379|Pilgrim's Traverse|Purchase from Ose Wyd in Il Mheg for 99   First Light Relic Rare drop from   Sack of First Light obtained from  Pilgrim's Traverse challenge logs /  The Final Verse /  The Final Verse (Quantum).|1|0|1|1|7.35
Pinky|314|Treasure Hunt|Purchased from Nesvaaz in Radz-at-Han (10.6, 10) for 3   Exciting Tonics obtained from  The Excitatron 6000. Can also drop directly in that dungeon.|1|0|1|1|6.3
Pod 602|284|Gold Saucer|Purchased from the Gold Saucer Attendant for  300,000 MGP after clearing  The Tower at Paradigm's Breach.|1|0|0|1|6.1
Polar Bear|250|Seasonal Event|Reward for completing the Seasonal Event Quest  A Treat to Beat the Heat during Moonfire Faire (2021).  Final Fantasy XIV Online Store - ($12 / £7.44 / €9 / ¥1320)|1|1|0|1|5.5
Portly Porxie|201|Allied Societies|Purchased from Jul Oul in Il Mheg for  18 Fae Fancy after achieving Rank 7 (Sworn) reputation with the Pixie society.|1|0|0|1|5.1
Porxie King|274|Limited|Lawson Promotion (Japan) Gong Cha promotion for ordering 3 drinks (July - August, 2024 in North America, Europe, Oceania)|0|0|0|1|6.0
Prototype Conveyor|163|PvP (Ranked)|Awarded to the Top 100 players of each data center at the end of The Feast (Season 8).|0|0|0|1|4.3
Prototype Roader|239|PvP (Ranked)|Awarded to the Top 100 players of each data center at the end of The Feast (Season 16).|0|0|0|1|5.4
Pteranodon|216|Ishgardian Restoration|Awarded from the Achievement   Castle in the Sky by earning 500,000 points toward your skyward score as every Disciple of the Hand and Disciple of Land.|1|0|0|1|5.21
Punutiy|358|Allied Societies|Purchased from Pavli in Kozama'uka (x37, y16)  for  18 Pelu Pelplume after achieving Rank 5 (Respected) with the Pelupelu society.|1|0|0|1|7.1
Qeziigural|352|Treasure Hunt|Purchased from Uah'shepya in Solution Nine (X:8.6, Y:13.5) for 3   Twilight Gemstones obtained from  Cenote Ja Ja Gural.|1|0|1|1|7.05
Quaqua|338|V&C Dungeons|Purchased from Trisassant in Old Sharlayan for  100 Aloalo Coins from  Another Aloalo Island|1|0|1|1|6.51
Raigo|102|PvP|Awarded from the Achievement   Furious Fatalities by winning 60 Frontline, The Feast, Crystalline Conflict, or Rival Wings PVP matches with a GARO title.|1|0|0|1|3.5
Ramuh|219|Raids|Guaranteed drop upon completion of  Eden's Verse: Refulgence (Savage).|1|0|0|1|5.2
Rathalos|161|Trials|Random drop upon completion of  The Great Hunt (Extreme). Purchased from Smithy in Kugane for 50   Rathalos Scale+.|1|0|0|1|4.36
Red Baron|69|Premium|Final Fantasy XIV Online Store - ($12 / £7.44 / €9 / ¥1320)|1|1|0|1|3.1
Red Hare|143|Premium|Final Fantasy XIV Online Store - ($24 / £13.80 / €16.80 / ¥2530) (account-wide)|1|1|0|1|4.3
Regalia Type-G|151|Seasonal Event|Purchased for  200,000 MGP from Ironworks Vendor in The Gold Saucer during the Collaboration Event A Nocturne for Heroes.|0|0|0|4|4.5
Resplendent Vessel of Ronka|253|Gil|Purchased from Tabeth in Eulmore, The Buttress (x10,y11) for  25,000,000 gil.|1|0|1|1|5.5
Reveling Kamuy|116|Trials|Random drop upon completion of  The Pool of Tribute (Extreme). Purchased from Eschina for 99   Revel Totems.|1|0|0|1|4.0
Rhiyes|330|Seasonal Event|Purchased from MGF Trader in The Gold Saucer for  410 MGF (Fall Guys Collaboration).|0|0|0|1|6.51
Rising Phoenix|320|Seasonal Event|Reward for completing the Seasonal Event Quest  What Drives Us during The Rising (2023).  Final Fantasy XIV Online Store - ($12 / £7.44 / €9 / ¥1320)|1|1|0|1|6.48
Rolling Tankard|223|Allied Societies|Purchased from Mizutt in Lakeland for  18 Hammered Frogment after achieving Rank 7 (Sworn) reputation with the Dwarf society.|1|0|0|1|5.3
Rose Lanner|76|Trials|Random drop upon completion of  Thok ast Thok (Extreme). Purchased from Bertana for 99   Hive Totems.|1|0|0|1|3.2
Round Lanner|77|Trials|Random drop upon completion of  The Minstrel's Ballad: Thordan's Reign. Purchased from Bertana for 99   Heavens' Ward Helm Fragments.|1|0|0|1|3.1
Rroneek|350|Gathering|Purchased from Splendors Vendor in Solution Nine (X:9.1, Y:13.2) for 100   Mount Tokens (effectively  100,000 Orange Gatherers' Scrips).|1|0|1|1|7.0
Rubellite Carbuncle|220|Premium|Final Fantasy XIV Online Store - ($24 / £13.80 / €16.80 / ¥2530) (account-wide)|1|1|0|1|5.2
Ruby Gwiber|217|Trials|Random drop upon completion of  Cinder Drift (Extreme). Purchased from C'intana for 99   Ruby Totems.|1|0|0|1|5.2
SDS Fenrir|71|Premium|Final Fantasy XIV Online Store - ($29.99 / £19.99 / €23.99 / ¥2310) (account-wide)|1|1|0|1|4.4
Sabotender De La Luna|333|Wondrous Tails|Purchased from Khloe Aliapoh for 1   Khloe's Gold Certificate of Commendation Purchased from Faux Commander in Idyllshire (x5.7,y6.1) for  600 Faux Leaf|1|0|1|1|6.5
Sabotender Emperador|180|Gold Saucer|Purchased from the Gold Saucer Attendant for  2,000,000 MGP.|1|0|0|1|4.5
Safeguard System|168|PvP|Awarded from the Achievement   Front and Center V by winning 100 Frontline PvP matches.|1|0|0|1|4.3
Sanuwa|53|Allied Societies|Purchased from Luna Vanu in The Sea of Clouds for  200,000 gil after achieving Rank 7 (Sworn) reputation with the Vanu Vanu society.|1|0|0|1|3.1
Seikret|398|Quests|The White Wanderer.|1|0|0|1|7.35
Serpent Warsteed|37|PvP|Awarded from the Achievement   A Line in the Glade IV by winning 100 Frontline PvP matches with The Order of the Twin Adder (as the real Grand Company, not the one assigned during the match).|1|0|0|1|2.3
Set Of Ceruleum Balloons|310|Premium|Final Fantasy XIV Online Store - ($24 / £13.80 / €16.80 / ¥2530) (account-wide)|1|1|0|1|6.3
Shadow Gwiber|205|Trials|Random drop upon completion of  The Minstrel's Ballad: Hades's Elegy. Purchased from Fathard for 99   Hades Totems.|1|0|0|1|5.1
Shadow Wolf|323|Premium|Final Fantasy XIV Online Store - ($24 / £13.80 / €16.80 / ¥2530) (account-wide)|1|1|0|1|6.4
Shagcoat Cat|397|Premium|Final Fantasy XIV Online Store - ($24 / £13.80 / €16.80 / ¥2530) (account-wide)|1|1|0|1|7.3
Shishioji|322|V&C Dungeons|Purchased from Trisassant in Old Sharlayan (x12,y13.3) for  100 Shishu Coin from  Another Mount Rokkon.|1|0|1|1|6.45
Shroud Of Darkness|360|Chaotic Alliance Raid|Random drop upon completion of  The Cloud of Darkness (Chaotic). Purchased from Uah'shepya in Solution Nine (8.6, 13.5) for 99   Clouddark Demimateria I.|1|0|0|1|7.15
Sil'dihn Throne|303|V&C Dungeons|Purchased from Trisassant in Old Sharlayan for  100 Sil'dihn Silver from  Another Sil'dihn Subterrane.|1|0|1|1|6.25
Silkie|304|V&C Dungeons|Awarded from the achievement   Dig Deep: The Sil'dihn Subterrane by unlocking all survey records in  The Sil'dihn Subterrane.|1|0|0|1|6.25
Skyslipper|188|Raids|Guaranteed drop upon completion of  Eden's Gate: Sepulture (Savage).|1|0|0|4|5.05
Sleipnir|42|Premium|Final Fantasy XIV Online Store - ($24 / £13.80 / €16.80 / ¥2530) (account-wide)|1|1|0|1|2.38
Snowman|232|Seasonal Event|Reward for completing the Seasonal Event Quest  Starlit Smiles during Starlight Celebration (2020).  Final Fantasy XIV Online Store - ($12 / £7.44 / €9 / ¥1320)|1|1|0|1|5.4
Snowstreamer|374|Limited|Twitch campaign for buying 3 streamer subscriptions (Dec 2024).|0|0|0|1|7.11
Sophic Lanner|98|Trials|Random drop upon completion of  Containment Bay P1T6 (Extreme). Purchased from Bertana for 99   Goddess Totems.|1|0|0|1|3.4
Spectral Statice|334|V&C Dungeons|Awarded from the achievement:   Good-willed Hunting by unlocking all conservation records on  Aloalo Island.|1|0|0|1|6.51
Spriggan Stonecarrier|206|Premium|Final Fantasy XIV Online Store - ($24 / £13.80 / €16.80 / ¥2530) (account-wide)|1|1|0|1|5.2
Starlight Bear|99|Seasonal Event|Reward for completing the Seasonal Event Quest  Starlight Stakeout during Starlight Celebration (2017).  Final Fantasy XIV Online Store - ($12 / £7.44 / €9 / ¥1320)|1|1|0|1|4.1
Starlight Steed|302|Seasonal Event|Reward for completing the Seasonal Event Quest  The Ghost of Starlight Present during Starlight Celebration (2022).  Final Fantasy XIV Online Store - ($12 / £7.44 / €9 / ¥1320)|1|1|0|1|6.28
Storm Warsteed|36|PvP|Awarded from the Achievement   A Line in the Storm IV by winning 100 Frontline PvP matches with The Maelstrom (as the real Grand Company, not the one assigned during the match).|1|0|0|1|2.3
Striped Ray|136|Allied Societies|Purchased from Shikitahe in The Ruby Sea for  12 Kojin Sango after achieving Rank 8 (Bloodsworn) reputation with the Kojin society.|1|0|0|1|4.1
Sunforged|305|Raids|Guaranteed drop upon completion of  Abyssos: The Eighth Circle (Savage).|1|0|0|1|6.2
Sunspun Cumulus|195|Premium|Final Fantasy XIV Online Store - ($12 / £7.44 / €9 / ¥1320)|1|1|0|1|5.0
Syldra|111|Premium|Reward for purchasing the Collector's Edition or Digital Collector's Edition of Stormblood. (account-wide)|1|1|0|1|4.0
Torgal|326|Seasonal Event|Acquired during the Collaboration Event The Path Infernal|0|0|0|1|6.58
Traveling Supporter|297|PvP|PvP Series 4 Malmstones - Level 25 reward Purchased from Crystal Quartermaster - Wolves' Den Pier for  5,000|1|0|0|1|6.4
Triceratops|190|The Hunt|Complete the achievement   Nuts for Nutsy by defeating 2,000 A Rank Elite Marks and 1,000 S Rank Elite Marks in Shadowbringers areas.|1|0|0|1|5.0
Troll|288|Wondrous Tails|Purchased from Khloe Aliapoh for 1   Khloe's Gold Certificate of Commendation Purchased from Faux Commander in Idyllshire (x5.7,y6.1) for  600 Faux Leaf|1|0|1|1|6.1
True Griffin|148|Allied Societies|Purchased from Madhura in Gyr Abania for  18 Ananta Dreamstaff after achieving Rank 8 (Bloodsworn) reputation with the Ananta society.|1|0|0|1|4.2
Turali Snowman|428|PvP|Awarded from the Achievement   Worqor and Peace V: Guide any of the three Grand Companies to a total of 100 victories at Worqor Chirteh.|1|0|0|1|7.4
Twintania|59|Campaigns|Purchased from any Calamity Salvager for 15   Gold Chocobo Feathers. Gold Chocobo Feathers can be obtained through the Recruit a Friend campaign, or through World Population Balancing Incentives.|1|0|0|1|3.0
Ty'aitya|342|Shared FATEs|Purchased from Edelina in Mor Dhona (x22,y5) for 500   Turali Bicolor Gemstone Voucher (effectively  50,000 Bicolor Gemstones)|1|0|1|1|7.0
Typhon|154|Gold Saucer|Purchased from the Gold Saucer Attendant in Gold Saucer for  750,000 MGP.|1|0|0|1|4.4
Tyrannosaur|150|Eureka|Random drop from   Anemos Lockboxes obtained from FATEs in  The Forbidden Land, Eureka Anemos.|1|0|1|1|4.25
UFO|290|Quests|Complete the quest  Gentlemen at Heart, the finale of the Somehow Further Hildibrand Adventures.|1|0|0|1|6.55
Ufiti|211|Ishgardian Restoration|Purchased from Enie in The Firmament for  8,400 Skybuilders' Scrips.|1|0|1|1|5.11
Ullr|351|The Hunt|Complete the achievement   Dawnbright Hunter by defeating 2,000 A Rank Elite Marks and 1,000 S Rank Elite Marks in Dawntrail areas.|1|0|0|1|7.0
Unicorn|15|Quests|Reward for leveling a  Conjurer to level 30 and completing the Sidequest  Unicorn Power.|1|0|0|1|2.0
Uolon|414|Unknown||0|0|0|1|7.4
Vacuum Suit|364|Cosmic Exploration|Rare reward from Cosmic Fortune in Sinus Ardorum. Rare reward for completing a Mech Ops as a pilot in Sinus Ardorum.|1|0|1|1|7.21
Venturous Kamuy|365|Wondrous Tails|Purchased from Khloe Aliapoh for 1   Khloe's Gold Certificate of Commendation Purchased from Faux Commander in Idyllshire (x5.7,y6.1) for  600 Faux Leaf|1|0|1|1|7.1
Victor|267|The Hunt|Complete the achievement   Endgame Hunter by defeating 2,000 A Rank Elite Marks and 1,000 S Rank Elite Marks in Endwalker areas.|1|0|0|1|6.0
Vinegaroon|291|The Hunt|Purchased from J'lakshai at Old Sharlayan (11.8, 13.2) or Wilmetta at Radz-at-Han (10.5, 7.4) for  3,200 Sack of Nuts|1|0|0|1|6.1
Vurgar The Loyal|393|Allied Societies|Purchased from Rarkorgor in Urqopacha for  18 Yok Huy Ward after achieving Rank 7 (Sworn) reputation with the Yok Huy society.|1|0|0|1|7.35
Wanyudo|394|PvP|PvP Series 10 - Level 25|1|0|0|1|7.4
War Panther|56|Achievements|Awarded from the Achievement   But Somebody's Gotta Do It (Dark Knight) by completing 200 high-level full party duties as a  Dark Knight.|1|0|0|1|3.0
War Tiger|183|Achievements|Awarded from the Achievement   Tank You, Gunbreaker II by completing 200 dungeons (lv. 61 and above), extreme trials (lv. 61 and above), high-level duty roulette dungeons, or duty roulette leveling duties as a  Gunbreaker.|1|0|0|1|5.0
Warbear|33|Achievements|Awarded from the Achievement   But Somebody's Gotta Do It (Warrior) by completing 200 high-level full party duties as a  Warrior.|1|0|0|1|2.2
Warlion|32|Achievements|Awarded from the Achievement   But Somebody's Gotta Do It (Paladin) by completing 200 high-level full party duties as a  Paladin.|1|0|0|1|2.2
Warp Loader|386|Cosmic Exploration|Rare reward from Cosmic Fortune in Phaenna. Rare reward for completing a Mech Ops as a pilot in Phaenna.|1|0|1|1|7.31
Warring Lanner|78|Trials|Random drop upon completion of  Containment Bay S1T7 (Extreme). Purchased from Bertana for 99   Fiend Totems.|1|0|0|1|3.2
Whisper A-go-go|94|Seasonal Event|Awarded from the Achievement   More Inventory Slots, Please I by obtaining 13 out of the available 17 Yo-kai Weapons during the Collaboration Event Yo-kai Watch: Gather One, Gather All!.|0|0|0|1|3.35
Whisper-go|87|Seasonal Event|Awarded from the Achievement   You Must Needs Befriend Them All I by obtaining 13 out of the available 17 Yo-kai Minions during the Collaboration Event Yo-kai Watch: Gather One, Gather All!.|0|0|0|1|3.35
White Devil|68|Premium|Final Fantasy XIV Online Store - ($12 / £7.44 / €9 / ¥1320)|1|1|0|1|3.1
White Lanner|75|Trials|Random drop upon completion of  The Limitless Blue (Extreme). Purchased from Bertana for 99   Expanse Totems.|1|0|0|1|3.0
Wings of Death|407|Trials|Random drop upon completion of  The Minstrel's Ballad: Necron's Embrace|1|0|0|1|7.3
Wings of Eternity|363|Trials|Random drop upon completion of  The Minstrel's Ballad: Sphene's Burden. Purchased from Uah'shepya for 99   Totem Eternal.|1|0|0|1|7.1
Wings of Mist|422|Trials|Random drop upon completion of  Hell on Rails (Extreme)|1|0|0|1|7.4
Wings of Resolve|346|Trials|Random drop upon completion of  Everkeep (Extreme). Purchased from Uah'shepya for 99   Resilient Totems|1|0|0|1|7.0
Wings of Ruin|345|Trials|Random drop upon completion of  Worqor Lar Dor (Extreme). Purchased from Uah'shepya for 99   Skyruin Totems|1|0|0|1|7.0
Wings of the Knighthood|389|Trials|Random drop upon completion of  Recollection (Extreme) Purchased from Uah'shepya for 99   Knight Totems|1|0|0|1|7.2
Witch's Broom|62|Seasonal Event|Reward for completing the Seasonal Event Quest  Sweeping the Meadows during All Saints' Wake (2015).    Final Fantasy XIV Online Store - ($12 / £7.44 / €9 / ¥1320)|1|1|0|1|3.07
Wivre|273|Shared FATEs|Purchased from Edelina in Mor Dhona (x22,y5) for 500   Bicolor Gemstone Voucher (effectively  50,000 Bicolor Gemstones)|1|0|1|1|6.0
Wondrous Lanner|299|Wondrous Tails|Purchased from Khloe Aliapoh for 1   Khloe's Gold Certificate of Commendation Purchased from Faux Commander in Idyllshire (x5.7,y6.1) for  600 Faux Leaf|1|0|1|1|6.2
Wyvern|70|The Hunt|Purchased from Bertana in Idyllshire for 6   Clan Mark Logs (effectively  3,000 Centurio Seals).|1|0|0|1|3.1
Xanthos|29|Trials|Random drop upon completion of  The Howling Eye (Extreme).|1|0|0|1|2.2
Yan|400|Treasure Hunt|Random drop in  Vault Oneiron|1|0|1|1|7.3
Yol|125|Main Scenario|Reward for completing the Main Scenario Quest  In the Footsteps of Bardam the Brave.|1|0|0|1|4.0
Zu|73|Airship Ventures|Purchased from any Resident Caretaker for 1   Iron Voyage Spoil from Free Company airship ventures: Sea of Clouds - Sector 24. Drops from   Materiel Container 3.0.|1|0|1|1|3.2
